"stockid","stocklong","assessid","method","country","region","area","species","comm_name","nyr","yr1","yr2","ssb_units","r_units","tb_units","catch_units","catch_use","r_age_yr","type","class","order","family","linf_cm","k","winf_g","tmax_yr","tmat_yr","m","lmat_cm","sst_c_avg","sst_c_trend","sst_c_cv","alpha","beta","sigmaR","theta","alpha_se","beta_se","sigmaR_se","theta_se","alpha_lo","beta_lo","sigmaR_lo","theta_lo","alpha_hi","beta_hi","sigmaR_hi","theta_hi","theta_sig","lcolor","pcolor"
"DSOLEPCOAST","Dover sole Pacific Coast","SWFSC-DSOLEPCOAST-1910-2011-STACHURA","SS3","USA","US West Coast","Pacific Coast","Microstomus pacificus","Dover sole",102,1910,2011,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",45.7873448176358,0.13883966919477,1831.3993915996,47.8403530819413,11.3075239291669,0.143726560356019,31.7255597190397,14.1907074824067,-0.00448598966138326,0.0328326657152524,2.04591130286132,0.167900516558905,0.229885618980943,0.0886569388995085,0.591849535946576,0.0330247128454264,0.0227404564075553,0.068899110748399,0.885886212406028,0.10317207938187,0.185314324422134,-0.0463853181673535,3.20593639331661,0.232628953735941,0.274456913539751,0.223699195966371,"none","grey60","black"
"DUSROCKGA","Dusky rockfish Gulf of Alaska","AFSC-DUSROCKGA-1977-2015-SISIMP2016","Unknown","USA","US Alaska","Gulf of Alaska","Sebastes variabilis","Dusky rockfish",35,1977,2011,"MT","E00","MT","MT","TC",4,"fish","Actinopterygii","Scorpaeniformes","Sebastidae",30.445375532191,0.184761945239512,474.933756792507,38.0808829950896,7.88847270872995,0.13367267227604,23.0291507666555,7.27948094601239,-0.00188726675185601,0.056000880451924,3.32893257376591,0.791462630383064,0.670853653296746,-0.0551689554649121,0.974523308882986,0.115183859371379,0.0805165620717347,0.200881630704924,1.41886688835526,0.565702266015161,0.513041191636146,-0.448896951646563,5.23899825917657,1.01722299475097,0.828666114957346,0.338559040716739,"none","grey60","black"
"ESOLEPCOAST","English sole Pacific Coast","NWFSC-ESOLEPCOAST-1876-2012-SISIMP2016","SS3","USA","US West Coast","Pacific Coast","Parophrys vetulus","English sole",132,1876,2007,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",38.0542866167395,0.259863786848491,346.502315912635,14.9576566978595,3.22331440072436,0.285766140199128,20.630605275597,14.2247416556287,-0.000235671834569579,0.036325434544944,2.05031434871573,0.328728854713339,0.408213683705006,-0.0479150894834355,0.223791502970218,0.0497367691395562,0.034702725891708,0.0913084902460185,1.6116830028941,0.231244787199809,0.340196340957258,-0.226879730365632,2.48894569453736,0.426212922226869,0.476231026452754,0.131049551398761,"none","grey60","black"
"FLSOLEBSAI","Flathead sole Bering Sea and Aleutian Islands","AFSC-FLSOLEBSAI-1977-2015-SISIMP2016","Unknown","USA","US Alaska","Bering Sea and Aleutian Islands","Hippoglossoides elassodon","Flathead sole",35,1977,2011,"MT","E00","MT","MT","TC",3,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",47.8037899745529,0.135550964986655,1057.6506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,4.40485933995125,-0.00219264559935812,0.097109929317347,10.5408948334352,1.07616509767368,0.604171625274872,0.176132034983243,2.33087176891563,0.103715640248682,0.0729078652478918,0.186021941386946,5.97238616636054,0.872882442786262,0.461272209389004,-0.188470970135171,15.1094035005098,1.2794477525611,0.74707104116074,0.540735040101658,"none","grey60","black"
"FLSOLEGA","Flathead sole Gulf of Alaska","AFSC-FLSOLEGA-1978-2015-SISIMP2016","Unknown","USA","US Alaska","Gulf of Alaska","Hippoglossoides elassodon","Flathead sole",38,1978,2015,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",47.8037899745529,0.135550964986655,1057.6506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,7.29295180649226,0.00614478236568501,0.0651558768278873,1.26838961097595,0.106241379736014,0.224584547208902,0.0570615056248922,0.334089724396959,0.036951070845891,0.0260621424302648,0.0750323025245,0.613573751157914,0.033817280878068,0.173502748045583,-0.0900018073231278,1.92320547079399,0.178665478593961,0.275666346372221,0.204124818572912,"none","grey60","black"
"FMEG8c9a","Fourspotted megrim ICES VIIIc-IXa","WGBIE-FMEG8c9a-1986-2016-ICESIMP2016","Unknown","multinational","European Union","VIIIc-IXa","Lepidorhombus boscii","Fourspotted megrim",31,1986,2016,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Pleuronectiformes","Scophthalmidae",37.2584239102591,0.186755395600397,496.362838958438,11.5499877925772,2.56256939611766,0.382137577781844,15.9191596134701,16.5878868357789,0.0269743412592887,0.0203202867721323,1.08975684001733,0.095952252835262,0.284681263871866,-0.0820965170643972,0.278124151836102,0.0520261233712924,0.036529917764257,0.135860873467573,0.544633502418574,-0.00601894897247113,0.213082625053922,-0.34838382906084,1.6348801776161,0.197923454642995,0.35627990268981,0.184190794932046,"none","grey60","black"
"GAGSATLC","Gag Southern Atlantic coast","SEFSC-GAGSATLC-1962-2012-SISIMP2016","BAM","USA","US Southeast and Gulf","Southern Atlantic coast","Mycteroperca microlepis","Gag",43,1962,2004,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Perciformes","Serranidae",118.303512696758,0.13930181261671,26894.7427075441,22.4398562596193,8.31212087738449,0.299736860805727,66.2352450047139,24.6912945655581,-0.020245987421122,0.0133808498636689,5.92993340748419,0.875617352283088,0.451817571211421,0.179108778326189,1.1558957881398,0.0907829899304457,0.0492382663129633,0.221986071123909,3.66437766273019,0.697682692019414,0.355310569238013,-0.255983921076673,8.1954891522382,1.05355201254676,0.548324573184829,0.614201477729051,"none","grey60","black"
"GEMFISHNZ","common gemfish New Zealand","NZMFishMIDDEPTHSWG-GEMFISHNZ-1952-2007-JENSEN","CASAL","New Zealand","New Zealand","New Zealand","Rexea solandri","Common gemfish",54,1952,2005,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Perciformes","Gempylidae",61.0293614329241,0.204413744652563,1587.22942917006,16.0786971568268,3.90246783369157,0.305093482545311,33.7446729797025,17.4748960660711,0.0253656937637414,0.0254327074563707,0.887590871691161,0.285977836094503,0.76069615978299,0.0931557983766158,0.443460399789638,0.165067785772405,0.104158854460133,0.241100460073055,0.0184084881034703,-0.0375550240194116,0.55654480504113,-0.379401103366572,1.75677325527885,0.609510696208417,0.96484751452485,0.565712700119803,"none","grey60","black"
"GHAL23KLMNO","Greenland halibut NAFO 23KLMNO","NAFO-SC-GHAL23KLMNO-1960-2010-WATSON","Unknown","multinational","Canada East Coast","Labrador Shelf - Grand Banks","Reinhardtius hippoglossoides","Greenland halibut",31,1975,2005,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",128.06613354588,0.0723238643020503,24975.8537138407,42.9329073181683,10.6849490627291,0.0945648244981132,64.855228949115,7.80167278941585,0.0265947791508304,0.054079015003985,6.09468803049786,0.576717075211515,0.20898227372793,-0.155947717814402,0.561787963857423,0.0546233586158583,0.0269509876909175,0.123562634948071,4.99358362133731,0.469655292324433,0.156158337853732,-0.398130482312621,7.19579243965841,0.683778858098597,0.261806209602128,0.086235046683818,"none","grey60","black"
"GHALBSAI","Greenland turbot Bering Sea and Aleutian Islands","AFSC-GHALBSAI-1960-2015-HIVELY","SS3","USA","US Alaska","Bering Sea and Aleutian Islands","Reinhardtius hippoglossoides","Greenland halibut",55,1960,2014,"MT","E00","MT","MT","TL",0,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",128.06613354588,0.0723238643020503,24975.8537138407,42.9329073181683,10.6849490627291,0.0945648244981132,64.855228949115,4.47640070645225,0.00854684213560301,0.105322912453906,0.820776370780714,0.336435677523621,1.51117858297709,-0.346436833470142,0.390228380533808,0.207349681225071,0.147148621172006,0.249074988581031,0.0559287449344511,-0.0699696976775194,1.22276728547996,-0.834623811088961,1.58562399662698,0.742841052724761,1.79958988047423,0.141750144148678,"none","grey60","black"
"GHALNEAR","Greenland halibut Northeast Arctic","AFWG-GHALNEAR-1992-2015-ICESIMP2016","Unknown","multinational","Europe non EU","North-East Arctic","Reinhardtius hippoglossoides","Greenland halibut",20,1992,2011,"MT","E00","MT","MT","TL",1,"fish","Actinopterygii","Pleuronectiformes","Pleuronectidae",128.06613354588,0.0723238643020503,24975.8537138407,42.9329073181683,10.6849490627291,0.0945648244981132,64.855228949115,1.1883511944701,0.0292015511558381,0.162410524886618,0.56420337961152,0.246867939713035,2.51730188027818,-0.00325931335135365,2.01609374499998,0.578691822237772,0.398022316906126,0.284154194065985,-3.38734036058843,-0.887368031872998,1.73717813914217,-0.560201533720684,4.51574711981147,1.38110391129907,3.29742562141419,0.553682907017977,"none","grey60","black"
"GRAMBERGM","Greater amberjack Gulf of Mexico","SEFSC-GRAMBERGM-1950-2012-SISIMP2016","SS3","USA","US Southeast and Gulf","Gulf of Mexico","Seriola dumerili","Greater amberjack",63,1950,2012,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Perciformes","Carangidae",149.678696990318,0.234620282530773,49705.2190582343,11.8268719227389,3.49255108334669,0.575797499632993,69.0714939186732,24.3250240594966,0.0112050838041833,0.0113086745316183,1.56177123942041,0.166878652716716,0.450740482706638,0.172654234345788,0.289898808921875,0.0800290190660207,0.0560167433758962,0.205742003361525,0.993569573933536,0.0100217753473156,0.340947665689882,-0.230600092242802,2.12997290490729,0.323735530086117,0.560533299723395,0.575908560934377,"none","grey60","black"
"GRAMBERSATLC","Greater amberjack Southern Atlantic coast","SEFSC-GRAMBERSATLC-1946-2006-JENSEN","SCA","USA","US Southeast and Gulf","Southern Atlantic coast","Seriola dumerili","Greater amberjack",60,1946,2005,"MT","E00","MT",NA,"TC",NA,"fish","Actinopterygii","Perciformes","Carangidae",149.678696990318,0.234620282530773,49705.2190582343,11.8268719227389,3.49255108334669,0.575797499632993,69.0714939186732,24.4889431468078,-0.00873658960770151,0.00867247978996246,2.03657362774424,0.370446345082935,0.568120571301633,0.065550512283495,0.743340922370377,0.11068569231839,0.0761106004654372,0.252844237716427,0.5796254198983,0.153502388138891,0.418943794389376,-0.430024193640702,3.49352183559018,0.587390302026979,0.71729734821389,0.561125218207691,"none","grey60","black"
"GSTRGZRSTA7","Giant stargazer NZ Area STA7","NIWA-GSTRGZRSTA7-1964-2007-CORDUE","CASAL","New Zealand","New Zealand","NZ Area STA7","Kathetostoma giganteum","Giant stargazer",44,1964,2007,"MT","E00",NA,"MT","TC",0,"fish","Actinopterygii","Perciformes","Uranoscopidae",65.3334218656762,0.181541784644055,2890.40664630334,13.3252809162547,3.60574003489492,0.331788893838674,33.9186425549984,14.9950464974951,0.0233094491921528,0.0336985786948336,4.5746953779445,0.672022048733059,0.430499334662592,0.013322720212133,1.02687847741934,0.0829016605368676,0.0543259562636465,0.144532218145926,2.56201356220258,0.509534794080799,0.324020460385845,-0.269960427353882,6.58737719368641,0.83450930338532,0.536978208939339,0.296605867778148,"none","grey60","black"
"HAD5Y","Haddock NAFO-5Y","NEFSC-HAD5Y-1977-2014-SISIMP2016","ASAP","USA","US East Coast","Gulf of Maine","Melanogrammus aeglefinus","Haddock",37,1977,2013,"MT","E00","MT","MT","TL",1,"fish","Actinopterygii","Gadiformes","Gadidae",68.3000889543129,0.238768679444594,2838.54208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,9.19802776972453,0.0291352366593773,0.06244192409793,1.47855876562957,0.624067946580842,1.28123659340532,0.239126436313472,0.616663349574641,0.21373138981187,0.151103727430874,0.230651068792322,0.269898600463269,0.205154422549576,0.985073287640808,-0.212949658519479,2.68721893079586,1.04298147061211,1.57739989916983,0.691202531146424,"none","grey60","black"
"HADFAPL","Haddock Faroe Plateau","NWWG-HADFAPL-1955-2016-ICESIMP2016","Unknown","multinational","Europe non EU","Faroe Plateau","Melanogrammus aeglefinus","Haddock",58,1957,2014,"MT","E00","MT","MT","TC",2,"fish","Actinopterygii","Gadiformes","Gadidae",68.3000889543129,0.238768679444594,2838.54208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,9.29970164670439,0.00980566926887823,0.0446476175358522,1.61531712018539,0.453197134282774,1.02874503211101,-0.178654391305533,0.600873257853908,0.138239554289231,0.0960536500256463,0.219839411433825,0.437605534791733,0.182247607875882,0.840479878060739,-0.60953963771583,2.79302870557905,0.724146660689667,1.21701018616127,0.252230855104765,"none","grey60","black"
"HADGB","Haddock Georges Bank","NEFSC-HADGB-1960-2014-SISIMP2016","VPA","USA","US East Coast","Georges Bank","Melanogrammus aeglefinus","Haddock",54,1960,2013,"MT","E00",NA,"MT","TC",1,"fish","Actinopterygii","Gadiformes","Gadidae",68.3000889543129,0.238768679444594,2838.54208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,11.5477489515097,0.0247926378518714,0.0549755641493943,0.152481572119856,0.259080375986953,1.61492474594053,0.280174315258053,0.0685091295808633,0.223825360686696,0.157419267832756,0.227193535157247,0.0182036781413636,-0.179617330958971,1.30638298098833,-0.165125013650151,0.286759466098348,0.697778082932877,1.92346651089273,0.725473644166256,"none","grey60","black"
"HADICE","Haddock Iceland","NWWG-HADICE-1977-2016-ICESIMP2016","Unknown","multinational","Europe non EU","Iceland Grounds","Melanogrammus aeglefinus","Haddock",36,1979,2014,"MT","E00","MT","MT","TL",2,"fish","Actinopterygii","Gadiformes","Gadidae",68.3000889543129,0.238768679444594,2838.54208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,6.00745227388904,0.0393345002634628,0.0840636541583719,1.2542737757022,0.412524995183685,0.796640060723396,0.254988718535956,0.515767445306303,0.140025379454018,0.0953691822626362,0.20574859012717,0.243369582901844,0.138075251453809,0.609716463488629,-0.148278518113297,2.26517796850255,0.686974738913561,0.983563657958163,0.658255955185209,"none","grey60","black"
"HADNEAR","Haddock Northeast Arctic","AFWG-HADNEAR-1947-2016-ICESIMP2016","Unknown","multinational","Europe non EU","North-East Arctic","Melanogrammus aeglefinus","Haddock",64,1950,2013,"MT","E00","MT","MT","TC",3,"fish","Actinopterygii","Gadiformes","Gadidae",68.3000889543129,0.238768679444594,2838.54208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,1.03644829396918,0.00856492002970131,0.223212272733211,1.06809712584631,0.292304877465489,1.09308457264629,0.299554294711939,0.274704215959771,0.143949988258247,0.0982251459869874,0.276136465683528,0.529676862565156,0.0101629004793253,0.900563286511795,-0.241673178027776,1.60651738912746,0.574446854451652,1.28560585878079,0.840781767451654,"none","grey60","black"
"HADROCK","Haddock Rockall Bank","WGCSE-HADROCK-1990-2016-ICESIMP2016","Unknown","multinational","European Union","Rockall Bank","Melanogrammus aeglefinus","Haddock",25,1991,2015,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Gadiformes","Gadidae",68.3000889543129,0.238768679444594,2838.54208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,11.0895965385967,0.0262263228944226,0.0334875578851096,1.84549171810461,0.285862016299533,1.59269349508035,-0.188756003147702,1.67025927930831,0.327863054802868,0.229060104659342,0.27932592750119,-1.42821646933968,-0.356749571114088,1.14373568994804,-0.736234821050035,5.11919990554889,0.928473603713154,2.04165130021266,0.35872281475463,"none","grey60","black"
"HADVIIb-k","Haddock ICES VIIb-k","WGCSE-HADVIIb-k-1993-2016-ICESIMP2016","Unknown","multinational","European Union","ICES VIIb-k","Melanogrammus aeglefinus","Haddock",24,1993,2016,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Gadiformes","Gadidae",68.3000889543129,0.238768679444594,2838.54208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,13.0668380243149,0.00985977188797695,0.0210345168455698,3.03235263313504,0.878701166868584,0.75589672097779,-0.0065601364658118,0.95871226713856,0.157620992412327,0.109194645272178,0.255125251036386,1.15327658954346,0.569764021740423,0.541875216244322,-0.506605628497128,4.91142867672661,1.18763831199674,0.969918225711258,0.493485355565505,"none","grey60","black"
"HAKENRTN","Hake Northeast Atlantic North","WGBIE-HAKENRTN-1978-2016-ICESIMP2016","Unknown","multinational","European Union","IIIa-IV-VI-VII-VIIIabd","Merluccius merluccius","Hake",39,1978,2016,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Gadiformes","Merlucciidae",81.1718242926656,0.140354937957731,3684.45733536287,12.3645372261656,3.23597042174023,0.319423285742402,33.9689489614508,11.6036458278918,0.0299272666784997,0.0371282923556604,7.21211901919804,0.714420402903099,0.404016434208072,0.0977304616756214,0.690609574536761,0.0660158596136599,0.0461370502278879,0.13530921372256,5.85852425310599,0.585029318060325,0.313587815761412,-0.167475597220597,8.56571378529009,0.843811487745872,0.494445052654733,0.36293652057184,"none","grey60","black"
"HAKESOTH","Hake Northeast Atlantic South","WGBIE-HAKESOTH-1982-2016-ICESIMP2016","Unknown","multinational","European Union","VIIIc-IXa","Merluccius merluccius","Hake",35,1982,2016,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Gadiformes","Merlucciidae",81.1718242926656,0.140354937957731,3684.45733536287,12.3645372261656,3.23597042174023,0.319423285742402,33.9689489614508,16.5310992444555,0.0273604058689269,0.0216881482903554,6.21490276630695,0.633397688480107,0.299937794009567,0.10431760911006,0.635982717557873,0.0576829284360118,0.0362160489335258,0.14386366294969,4.96837663989352,0.520339148745524,0.228954338099856,-0.177655170271332,7.46142889272039,0.74645622821469,0.370921249919277,0.386290388491452,"none","grey60","black"
"HERR2224IIIa","Herring ICES 22-24-IIIa","HAWG-HERR2224IIIa-1991-2016-ICESIMP2016","Unknown","multinational","European Union","22-24-IIIa","Clupea harengus","Herring",26,1991,2016,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,9.97998369687126,0.0424101209201822,0.0582800919508559,1.88020388516938,0.180868261478277,0.245583339832426,-0.228179303453276,0.253886425861604,0.0518599425691823,0.0347030624320959,0.0857303040312712,1.38258649048064,0.0792227740426797,0.177565337465518,-0.396210699354568,2.37782127985813,0.282513748913874,0.313601342199334,-0.0601479075519844,"negative","red","red"
"HERR4RFA","Herring NAFO 4R fall spawners","DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE","SPA-ADAPT","Canada","Canada East Coast","NAFO division 4R","Clupea harengus","Herring",29,1973,2001,"MT","E00",NA,"E00","TC",2,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,4.80580028053774,0.0258840512327848,0.075950407723085,1.72351421461641,0.449302216004895,0.823532113988782,0.135934732937772,1.20377522164733,0.157065554766311,0.108935087726208,0.240930704034078,-0.635885219812357,0.141453728662926,0.610019342045415,-0.336289446969021,4.08291364904518,0.757150703346864,1.03704488593215,0.608158912844566,"none","grey60","black"
"HERR4RSP","Herring NAFO 4R spring spawners","DFO-QUE-HERR4RSP-1963-2004-PREFONTAINE","SPA-ADAPT","Canada","Canada East Coast","NAFO division 4R","Clupea harengus","Herring",38,1965,2002,"MT","E00","MT","E00","TC",2,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,4.81175437966451,0.0120855624507971,0.0752522036820282,1.72538598743595,0.721478653336038,1.04406514712719,0.0110877531996963,0.731489223230368,0.178124378809683,0.119877795676468,0.253389263313041,0.291667109904426,0.372354870869059,0.809104667601317,-0.485555202893865,3.15910486496747,1.07060243580302,1.27902562665307,0.507730709293257,"none","grey60","black"
"HERR4TFA","Herring NAFO 4T fall spawners","DFO-HERR4TFA-1978-2014-WATSON","SPA-ADAPT","Canada","Canada East Coast","Southern Gulf of St. Lawrence","Clupea harengus","Herring",26,1978,2003,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,6.40624037978787,0.0256355324489936,0.0480491502778389,4.22830138060611,0.633451720185737,0.467021015814517,0.140891486325896,1.04824256310512,0.0934431614014379,0.0653774175145856,0.20924170548571,2.17374595692007,0.450303123838918,0.33888127748593,-0.269222256426095,6.28285680429215,0.816600316532555,0.595160754143105,0.551005229077887,"none","grey60","black"
"HERR4TSP","Herring NAFO 4T spring spawners","DFO-HERR4TSP-1978-2014-WATSON","SPA-ADAPT","Canada","Canada East Coast","Southern Gulf of St. Lawrence","Clupea harengus","Herring",26,1978,2003,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,6.40624037978787,0.0256355324489936,0.0480491502778389,3.26781026822689,0.697745527447897,0.761377443404179,-0.217737614223906,1.17393361967964,0.15592677753131,0.107657898004512,0.258905846367463,0.9669003736548,0.392129043486529,0.550367963315336,-0.725193073104134,5.56872016279897,1.00336201140927,0.972386923493023,0.289717844656321,"none","grey60","black"
"HERRCC","Pacific herring Central Coast","DFO-HERRCC-1951-2015-WATSON","SCA","Canada","Canada West Coast","Central Coast","Clupea pallasii pallasii","Pacific herring",63,1953,2015,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Clupeiformes","Clupeidae",29.1224117963927,0.379136758343561,319.777639267949,11.1706455510435,3.65059185991176,0.45141288610526,22.1158852024155,9.91314550303908,0.0130993979470402,0.0559450376004009,2.22982854727881,0.598932156075043,0.73444108105694,-0.0660098765969479,0.45290409954518,0.093284599196721,0.0657301275076812,0.144905592305695,1.34213651217026,0.41609434164947,0.605610031141884,-0.350024837516111,3.11752058238736,0.781769970500616,0.863272130971995,0.218005084322215,"none","grey60","black"
"HERRIsum","Herring Iceland (Summer spawners)","NWWG-HERRIsum-1987-2015-ICESIMP2016","Unknown","multinational","Europe non EU","Iceland Grounds","Clupea harengus","Herring",29,1987,2015,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,6.12798131359607,0.043952897616701,0.079557609301235,0.842761690301658,0.0842512227667654,0.586476009213278,-0.00979219920853829,0.316689049426091,0.114669131574283,0.0775078361955514,0.183840746650944,0.22205115342652,-0.140500275118829,0.434560650269997,-0.370120062644389,1.4634722271768,0.309002720652359,0.738391368156559,0.350535664227313,"none","grey60","black"
"HERRNIRS","Herring Northern Irish Sea","HAWG-HERRNIRS-1960-2016-ICESIMP2016","Unknown","multinational","European Union","Irish Sea","Clupea harengus","Herring",55,1961,2015,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,11.0144954406854,0.0208616403503564,0.0429430291615991,1.88793815591301,0.189473536709416,0.343599189466279,-0.11102402410945,0.165196076276032,0.0471195146842993,0.0330104475881794,0.0941652564400064,1.56415384641198,0.0971192879281897,0.278898712193447,-0.295587926731862,2.21172246541403,0.281827785490643,0.40829966673911,0.0735398785129628,"none","grey60","black"
"HERRNORSS","Norwegian Spring Spawning Herring","WGWIDE-HERRNORSS-1988-2015-ICESIMP2016","Unknown","multinational","Europe non EU","I-II-IVa-V-XIVa","Clupea harengus","Herring",28,1988,2015,"MT","E00","MT","MT","TC",0,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,1.7155886545311,0.0239277325126,0.131449190168337,1.76655266816823,0.505077949034826,0.882550243844057,0.065080778331888,1.15806384900073,0.17195579512603,0.11817505870506,0.270370690677063,-0.503252475873196,0.168044590587808,0.65092712878214,-0.464845775395155,4.03635781220966,0.842111307481845,1.11417335890598,0.595007332058931,"none","grey60","black"
"HERRNWATLC","Atlantic herring Northwestern Atlantic Coast","NEFSC-HERRNWATLC-1965-2014-SISIMP2016","ASAP","USA","US East Coast","Northwestern Atlantic Coast","Clupea harengus","Herring",49,1965,2013,"MT","E00","MT","MT","TC",1,"fish","Actinopterygii","Clupeiformes","Clupeidae",30.3127375201757,0.33429255524352,212.215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,11.4866921655941,0.0287352135241918,0.0532819077512929,1.1547852103122,0.277983773133338,0.591244715531064,0.18071765562353,0.208146115864709,0.0854567561854698,0.0602239273664868,0.125758380931366,0.746818823217371,0.110488531009817,0.473205817892749,-0.0657687710019466,1.56275159740703,0.445479015256859,0.709283613169378,0.427204082249007,"none","grey60","black"
"HERRPRD","Pacific herring Prince Rupert District","DFO-HERRPRD-1951-2015-WATSON","SCA","Canada","Canada West Coast","Prince Rupert District","Clupea pallasii pallasii","Pacific herring",63,1953,2015,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Clupeiformes","Clupeidae",29.1224117963927,0.379136758343561,319.777639267949,11.1706455510435,3.65059185991176,0.45141288610526,22.1158852024155,9.27335118553626,0.0120139948840609,0.057389218772912,1.18877752260911,0.212733251107712,0.603248495381883,0.157524440703879,0.191169234667405,0.0774470950602821,0.054070172092856,0.1301315288499,0.814085822660997,0.0609369447895592,0.497270958079886,-0.0975333558419248,1.56346922255722,0.364529557425865,0.709226032683881,0.412582237249682,"none","grey60","black"
"HERRPWS","Pacific herring Prince William Sound","ADFG-HERRPWS-1980-2006-COLLIE","AD-CAM","USA","US Alaska","Prince William Sound","Clupea pallasii pallasii","Pacific herring",24,1980,2003,"MT","E00","MT","E00","TC",3,"fish","Actinopterygii","Clupeiformes","Clupeidae",29.1224117963927,0.379136758343561,319.777639267949,11.1706455510435,3.65059185991176,0.45141288610526,22.1158852024155,8.20795831870702,0.0202440590573394,0.0448015275899513,0.838015135770993,0.288970226269596,0.933666053561497,-0.0703386196369102,0.321782222673123,0.198291115838168,0.135176581001528,0.256181038443267,0.207321979331673,-0.0996803607732131,0.668719954798503,-0.572453454985713,1.46870829221031,0.677620813312405,1.19861215232449,0.431776215711893,"none","grey60","black"
"HERRQCI","Pacific herring Haida Gwaii","DFO-HERRQCI-1951-2015-WATSON","SCA","Canada","Canada West Coast","Queen Charlotte Islands","Clupea pallasii pallasii","Pacific herring",63,1953,2015,"MT","E00","MT","MT","TC",NA,"fish","Actinopterygii","Clupeiformes","Clupeidae",29.1224117963927,0.379136758343561,319.777639267949,11.1706455510435,3.65059185991176,0.45141288610526,22.1158852024155,9.94021137454522,0.0122604543674137,0.056222688680616,3.44092941889758,0.756123352624287,0.864514650626681,-0.0969882364703689,0.625834726859796,0.111575998887269,0.0773456274499224,0.164542615850594,2.21429335425238,0.53743439480524,0.712917220824833,-0.419491763537532,4.66756548354278,0.974812310443333,1.01611208042853,0.225515290596795,"none","grey60","black"
