"stockid","order","family","species","common_name","type","country","region","area","year","ssb","r","tl","f","ssb_units","r_units","tl_units","r_age","r_age1","m","sprf0"
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1765,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1775,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1785,6.6,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1795,9.1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1805,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1815,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1825,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1835,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1845,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1855,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1865,0.5,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1875,2.1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1885,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1895,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1905,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1915,3.6,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1925,3.6,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1935,1.9,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1945,1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1955,1.1,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1965,4.9,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKGCAL","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Mexico","Mexico West Coast","Gulf of California",1975,0,NA,NA,NA,"scales per 1000 cm^2",NA,NA,NA,NA,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1971,1363,4.917,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1972,3283,1.338,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1973,3871,1.115,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1974,7779,0.176,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1975,7352,0.531,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1976,7313,0.182,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1977,4162,0.611,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1978,4685,0.228,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1979,2572,0.25,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1980,2968,0.018,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1981,2070,0.281,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1982,1418,0.331,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1983,391,2.555,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1984,307,1.882,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1985,232,1.054,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1986,516,0.722,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1987,486,NA,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1988,228,NA,NA,NA,"Thousand tonnes","Index",NA,"3",3,NA,NA
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1951,20,50,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1952,20,40,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1953,30,55,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1954,50,160,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1955,90,240,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1956,20,295,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1957,70,390,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1958,150,340,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1959,290,460,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1960,260,410,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1961,400,530,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1962,670,550,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1963,310,NA,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1964,800,NA,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1965,390,NA,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1966,640,NA,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1967,430,NA,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1968,459,NA,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1969,187,NA,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKJAP2","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Asia","Japan","Pacific Coast of Japan",1970,163,NA,NA,NA,"Trillions of eggs","Trillions of eggs",NA,"2",2,NA,"1"
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1954,NA,35,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1955,NA,8,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1956,NA,59,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1957,NA,120,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1958,NA,68,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1959,NA,119,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1960,NA,38,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1961,NA,34,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1962,NA,59,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1963,NA,252,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1964,NA,126,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1965,NA,114,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1966,NA,886,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1967,NA,518,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1968,NA,50,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1969,NA,79,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1970,NA,117,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1971,NA,243,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1972,NA,119,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1973,NA,57,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1974,NA,250,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1975,NA,23,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1976,NA,7,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1977,NA,30,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1978,NA,19,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1979,NA,5,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CMACKSA","Perciformes","Scombridae","Scomber japonicus","Chub mackerel","marine","Africa","South Africa","South Africa 1.6",1980,NA,4,NA,NA,NA,"Millions",NA,NA,NA,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1972,NA,NA,34,NA,NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1973,NA,NA,41,NA,NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1974,NA,NA,54,NA,NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1975,NA,NA,46,NA,NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1976,NA,NA,54,NA,NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1977,NA,NA,25,NA,NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1978,NA,NA,20,NA,NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1979,NA,2788.4,67,"0.19864",NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1980,NA,2504.6,77,"0.21577",NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1981,NA,2824,131,"0.4448",NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1982,NA,2685.6,96,"0.47613",NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1983,NA,3120.4,130,"0.67797",NA,"Millions","Thousands tonnes","0+",0,NA,NA
"CNMACKSE","Perciformes","Carangidae","Trachurus trecae","Cunene horse mackerel","marine","Africa","West Africa","N.W. Africa (CECAF 34.1.3-34.3.1)",1984,NA,4377.8,98,"0.49959",NA,"Millions","Thousands tonnes","0+",0,NA,NA
