"species","species_orig","species_use","linf_cm","k","winf_g","tmax_yr","tmat_yr","m","lmat_cm","temp_c"
"Amblyraja radiata","Amblyraja radiata","Amblyraja radiata",90.1353438440816,0.117085900739413,3986.72298550693,16.3869810764808,7.33182369641812,0.230668334850586,54.0158443036058,12.073815933718
"Scophthalmus maximus","Scophthalmus maximus","Scophthalmus maximus",55.7991394919355,0.262249922301035,2959.73762986855,15.6499718467707,2.69851400865308,0.348541495037062,26.3065690690716,13.629857007157
"Scophthalmus maximus","Psetta maxima","Scophthalmus maximus",55.7991394919355,0.262249922301035,2959.73762986855,15.6499718467707,2.69851400865308,0.348541495037062,26.3065690690716,13.629857007157
"Rhomboplites aurorubens","Rhomboplites aurorubens","Rhomboplites aurorubens",52.3655458889882,0.185046763332539,2385.24017994273,12.1689842178539,2.76701687373248,0.258145346446072,26.9779185786218,19.3191905611235
"Lophius piscatorius","Lophius piscatorius","Lophius piscatorius",138.972667277015,0.110838956902017,31870.2955356203,11.6849745785957,3.91826194477536,0.286677204281708,53.0347469724674,12.9127129634395
"Seriolella brama","Seriolella brama","Seriolella brama",59.3103479036126,0.229882790518287,2422.19659954238,14.2405101426486,3.53562792124142,0.354661945738023,33.4552360541866,11.9848232523293
"Cynoscion regalis","Cynoscion regalis","Cynoscion regalis",65.0808120604528,0.20320936808868,2591.82390664048,12.9868618557393,3.36811766385014,0.350717285721347,33.5412042009308,16.0709688236956
"Urophycis tenuis","Urophycis tenuis","Urophycis tenuis",104.921358897042,0.120814095731601,9980.22372904554,18.5560335459286,5.53827218498775,0.207190057658322,55.3549084106373,9.52074627765158
"Merlangius merlangus","Merlangius merlangus","Merlangius merlangus",44.3387753269563,0.292296097324264,800.183293006468,9.66544589187183,2.09489119387182,0.471925193520377,23.8411332977894,8.95289240622472
"Scophthalmus aquosus","Scophthalmus aquosus","Scophthalmus aquosus",39.4955553857609,0.296053141221765,842.317633409919,10.7835451469749,2.08916672648249,0.458081079440552,18.3446973733748,15.1684052905285
"Pseudopleuronectes americanus","Pseudopleuronectes americanus","Pseudopleuronectes americanus",47.2891926226775,0.315462989987188,1898.01032618992,12.4406254112231,2.72915182330743,0.335817999116794,26.1466616262232,11.2416309122428
"Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus",43.4285630071534,0.202210622814353,617.531018216572,22.7109398116508,5.60104014071657,0.224851030266693,26.9522694123439,8.06672389029823
"Tanakius kitaharae","Tanakius kitaharae","Tanakius kitaharae",36.6440102528277,0.200794278121775,535.548740674727,15.3812946551719,3.70632969442847,0.301174710099576,18.819135438972,15.0197181780378
"Kajikia albida","Tetrapturus albidus","Kajikia albida",230.790931858753,0.402931351855856,89371.2832342432,10.7954400948041,2.57874571584382,0.511433014940102,114.59848275475,22.5078559993156
"Sebastes entomelas","Sebastes entomelas","Sebastes entomelas",38.0088829763065,0.128353478619067,930.755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853
"Conger myriaster","Conger myriaster","Conger myriaster",75.2049150067419,0.12616334147475,4505.76468626602,16.7935521143093,5.33536050464503,0.254557942892898,38.8868021336887,11.1870590747144
"Litopenaeus setiferus","Litopenaeus setiferus","Litopenaeus setiferus",NA,NA,NA,NA,NA,NA,NA,NA
"Leucoraja ocellata","Leucoraja ocellata","Leucoraja ocellata",104.013220349493,0.130104230223191,6367.40552736911,17.9839867841887,8.57088268322322,0.221844477829605,69.8964254653983,13.3257290825943
"Patinopecten caurinus","Patinopecten caurinus","Patinopecten caurinus",NA,NA,NA,NA,NA,NA,NA,NA
"Buccinum undatum","Buccinum undatum","Buccinum undatum",NA,NA,NA,NA,NA,NA,NA,NA
"Hyporthodus flavolimbatus","Epinephelus flavolimbatus","Hyporthodus flavolimbatus",91.2426248278434,0.13471709332415,14575.3656936383,24.2631242210334,7.74578534347632,0.22788408727405,52.433123354847,21.3600957908709
"Limanda ferruginea","Limanda ferruginea","Limanda ferruginea",51.7219848103401,0.220903631568188,1332.64469316893,14.4973166065673,3.11421537043399,0.219156861681078,25.3883130007297,9.43470839852699
"Sebastes ruberrimus","Sebastes ruberrimus","Sebastes ruberrimus",59.769964933579,0.0652509192786333,3682.80020734278,91.3270300420874,17.8938299771279,0.0489958954213748,41.3686613532583,6.49913935518317
"Thunnus albacares","Thunnus albacares","Thunnus albacares",193.630261634018,0.326295550175636,114030.94190572,8.16452246105089,2.56785474655946,0.500982505729481,99.1945682278105,23.6774208166775
"Lophius litulon","Lophius litulon","Lophius litulon",101.424867812797,0.111710349252501,11110.601923066,12.0796235500986,3.71955054093886,0.278654216379289,38.843528370787,12.5664879122476
"Zearaja chilensis","Zearaja chilensis","Zearaja chilensis",125.667945562539,0.105044556941698,12230.44788999,27.0857040002945,13.674010217505,0.166513628054827,93.1009742135488,11.7678656252687
"Pseudopleuronectes herzensteini","Pseudopleuronectes herzensteini","Pseudopleuronectes herzensteini",40.7092529354055,0.26134647573438,1362.78816577691,12.7293655566564,2.95635881442265,0.372004711777803,20.68054443595,21.2290206870454
"Limanda aspera","Limanda aspera","Limanda aspera",45.1850518606869,0.13352614867326,1007.9302774162,23.672888793087,5.20562226845446,0.153311319563509,23.0155127635099,2.48603789290679
"Sebastes flavidus","Sebastes flavidus","Sebastes flavidus",48.846772637637,0.123811675396527,1781.09464002695,56.3784341338261,10.3696600521057,0.0782234776992569,35.0430627147817,9.1459988396568
"Ocyurus chrysurus","Ocyurus chrysurus","Ocyurus chrysurus",54.6463171350464,0.181468800477642,2504.05123961777,14.8307806902759,3.39860423228712,0.308924693602579,27.6278557884276,26.6856202487811
